#string_protein_id	preferred_name	protein_size	annotation
7227.FBpp0088116	CG11060	706	GH04548p.
7227.FBpp0088117	CG33140	720	AT21895p.
7227.FBpp0088118	CG30385	536	FI21641p1.
7227.FBpp0088119	CG30384	708	Uncharacterized protein.
7227.FBpp0088120	Gadd45	163	Growth arrest and DNA damage-inducible 45; It is involved in the biological process described with: regulation of oviposition; activation of MAPKKK activity; JNK cascade; regulation of cell cycle.
7227.FBpp0088121	Adk3	366	GM02629p; Adenosine kinase activity.
7227.FBpp0088122	Or43a	376	Odorant receptor 43a; Odorant receptor which mediates acceptance or avoidance behavior, depending on its substrates. The odorant receptor repertoire encodes a large collection of odor stimuli that vary widely in identity, intensity, and duration. Complexes with Orco to form odorant- sensing units, providing sensitive and prolonged odorant signaling and calcium permeability. They are necessary and sufficient to promote functional reconstitution of odor-evoked signaling in sensory neurons that normally respond only to carbon dioxide. Involved in the behavioral responses to acetophenone,  [...] 
7227.FBpp0088123	nec	476	GH10112p; Necrotic (nec) encodes a hemolymphatic Serpin that negatively regulates a serine protease involved in the immune activation of the Toll pathway. It is thought to function at the level or upstream of the serine protease encoded by psh.
7227.FBpp0088124	Spn43Ad	407	Serpin 43Ad; Serine-type endopeptidase inhibitor activity. It is involved in the biological process described with: negative regulation of endopeptidase activity; Belongs to the serpin family.
7227.FBpp0088126	Cyp9b2	505	Cytochrome P450 9b2; May be involved in the metabolism of insect hormones and in the breakdown of synthetic insecticides.
7227.FBpp0088127	Cyp9b1	505	Cytochrome P450 9b1; May be involved in the metabolism of insect hormones and in the breakdown of synthetic insecticides.
7227.FBpp0088129	Tsp42Eq	219	Tetraspanin 42Eq; Belongs to the tetraspanin (TM4SF) family.
7227.FBpp0088130	Pgant3	667	Polypeptide N-acetylgalactosaminyltransferase 3; Catalyzes the initial reaction in O-linked oligosaccharide biosynthesis, the transfer of an N-acetyl-D-galactosamine residue to a serine or threonine residue on the protein receptor. It can both act as a peptide transferase that transfers GalNAc onto unmodified peptide substrates, and as a glycopeptide transferase that requires the prior addition of a GalNAc on a peptide before adding additional GalNAc moieties. Prefers EA2 as substrate. Has weak activity toward Muc5AC-3, -13 and -3/13 substrates. Plays a critical role in the regulation  [...] 
7227.FBpp0088134	CaMKI	405	Calmodulin binding; ATP binding; calmodulin-dependent protein kinase activity. It is involved in the biological process described with: protein phosphorylation.
7227.FBpp0088139	zfh2	3005	Zn finger homeodomain 2 (zfh2) encodes a putative transcription factor. Its roles include specification of cell fates and promotion of apoptosis during CNS development, and proximal-distal patterning during wing and leg imaginal disc development.
7227.FBpp0088146	Ephrin	652	Ephrin, isoform A; Ephrin (Ephrin) encodes the ligand of the product of Eph. It is involved in nervous system development; Belongs to the ephrin family.
7227.FBpp0088148	CG1909	606	GH22690p; Protein-membrane adaptor activity; zinc ion binding; acetylcholine receptor binding. It is involved in the biological process described with: synaptic transmission, cholinergic.
7227.FBpp0088153	Eph	1096	Eph receptor tyrosine kinase (Eph) encodes an axon guidance molecule involved in the development of the nervous system. It also contributes to shaping the antero-posterior compartment boundary of the wing disc.
7227.FBpp0088159	Slip1	767	Slo-interacting protein 1; May selectively reduce calcium-activated potassium channel (Slo) currents by reducing the number of Slo channels in the plasma membrane.
7227.FBpp0088164	myo	598	Myoglianin, isoform A; Myoglianin (myo) encodes a protein expressed primarily in muscle and glia cells. Mutations in myo affect neuronal remodeling during metamorphosis by failing to activate EcR expression in the remodeling neurons.
7227.FBpp0088169	gw	1384	Protein Gawky; Required for gene silencing mediated by micro-RNAs (miRNAs). Silences both polyadenylated and deadenylated mRNAs. Required for miRNA-mediated translational repression and mRNA decay. Not required for miRNA target recognition. Necessary to initiate but not to maintain silencing. Promotes mRNA deadenylation through the recruitment of the CCR4-NOT and PAN complexes and promotes decapping by the DCP1-DCP2 complex. Dissociates from silenced mRNAs after deadenylation. Required for completion of nuclear divisions during early embryonic development. Belongs to the GW182 family.
7227.FBpp0088172	mav	701	Maverick (mav) encodes a protein involved in the BMP signaling pathway.
7227.FBpp0088173	onecut	1081	Homeobox protein onecut; Onecut (onecut) encodes a transcription factor that binds two different DNA motifs (Cut and Hox). It is mainly expressed in mature neurons and maintains neuronal identity.
7227.FBpp0088179	bip2	1406	Bip2 (bip2) encodes a protein that interacts with the transcription factor encoded by Trl and is involved in transcriptional activation.
7227.FBpp0088180	lgs	1469	Protein BCL9 homolog; Legless (lgs) encodes a conserved transcriptional cofactor of the product of arm that is essential for the transcription of Wingless target genes. It contributes to growth regulation, cell survival and developmental patterning.
7227.FBpp0088182	Crk	271	Adapter molecule Crk; Adapter protein which interacts with C-terminal portion of mbc, homolog of human DOCK180. May play a role in cellular processes throughout development; Belongs to the CRK family.
7227.FBpp0088184	yellow-h	463	Yellow-h.
7227.FBpp0088192	CG32850	147	GEO07743p1; Zinc ion binding; ubiquitin-protein transferase activity; ubiquitin protein ligase activity. It is involved in the biological process described with: ubiquitin-dependent protein catabolic process; protein autoubiquitination.
7227.FBpp0088208	NfI	766	Nuclear factor I, isoform B; DNA-binding transcription factor activity, RNA polymerase II-specific. It is involved in the biological process described with: positive regulation of transcription by RNA polymerase II; negative regulation of transcription by RNA polymerase II.
7227.FBpp0088212	CG31998	1459	Uncharacterized protein, isoform A.
7227.FBpp0088215	ABCD	730	ATP-binding cassette sub-family D member; Plays a role in the transport of free very-long-chain fatty acids (VLCFAs) as well as their CoA-esters across the peroxisomal membrane by acting as an ATP-specific binding subunit releasing ADP after ATP hydrolysis. Thus, plays a role in regulation of VLCFAs and energy metabolism namely, in the degradation and biosynthesis of fatty acids by beta-oxidation, mitochondrial function and microsomal fatty acid elongation; Belongs to the ABC transporter superfamily. ABCD family. Peroxisomal fatty acyl CoA transporter (TC 3.A.1.203) subfamily.
7227.FBpp0088237	CG32006	443	RT11906p1; Sequence-specific DNA binding; DNA-binding transcription factor activity, RNA polymerase II-specific. It is involved in the biological process described with: anatomical structure morphogenesis; cell differentiation; regulation of transcription by RNA polymerase II.
7227.FBpp0088245	ci	1397	Transcriptional activator cubitus interruptus; Has a dual function as a transcriptional activator and a repressor of the hedgehog (Hh) pathway. The full-length ci form (ciFL), acts as an activator (ciA) while ciR, its C-terminally truncated form, acts as a repressor. Involved in segment polarity. Required for the normal development of the posterior half of each embryonic segment. Engrailed protein directly represses ci expression in posterior compartment cells. Essential component of a hh-signaling pathway which regulates the Duox-dependent gut immune response to bacterial uracil; requ [...] 
7227.FBpp0088249	toy	543	Twin of eyeless (toy) encodes a transcription factor that is involved in eye development as part of the retinal determination gene network, and contributes to formation of the central nervous system.
7227.FBpp0088256	Arf102F	180	ADP-ribosylation factor 2; GTP-binding protein involved in protein trafficking; may modulate vesicle budding and uncoating within the Golgi apparatus.
7227.FBpp0088260	Kif3C	649	Kinesin-like protein; It is involved in the biological process described with: microtubule-based movement; cell projection organization; anterograde dendritic transport of neurotransmitter receptor complex; Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family.
7227.FBpp0088268	pho	520	Polycomb protein PHO; Polycomb group (PcG) protein that binds to the 5'- CNGCCATNNNNG-3' sequence found in the regulatory regions of many genes. PcG proteins act by forming multiprotein complexes, which are required to maintain the transcriptionally repressive state of homeotic genes throughout development. PcG proteins are not required to initiate repression, but to maintain it during later stages of development. They probably act via the methylation of histones, rendering chromatin heritably changed in its expressibility. Probably targets the Esc/E(z) complex to DNA. Necessary but no [...] 
7227.FBpp0088273	Actbeta	946	Inhibin beta chain; Controls several aspects of neuronal morphogenesis; essential for optic lobe development, EcR-B1 expression in larval brains, mushroom body remodeling, dorsal neuron morphogenesis and motoneuron axon guidance. Ligands Actbeta and daw act redundantly through the Activin receptor Babo and its transcriptional mediator Smad2 (Smox), to regulate neuroblast numbers and proliferation rates in the developing larval brain; Belongs to the TGF-beta family.
7227.FBpp0088285	CG11076	279	GM15303p.
7227.FBpp0088286	CG11077	168	Mpv17-like protein; Involved in mitochondria homeostasis; Belongs to the peroxisomal membrane protein PXMP2/4 family.
7227.FBpp0088287	PlexA	1945	Plexin A (PlexA) encodes a transmembrane receptor for Semaphorin ligands encoded by Sema1a and Sema1b. The intracellular region of this receptor has GTPase activating protein (GAP) activity on Ras/Rap small GTPases. The signaling by the product of PlexA  alters actin, microtubules and cell adhesion in developmental processes such as axon guidance.
7227.FBpp0088297	4E-T	1010	eIF4E-Transporter, isoform B; eIF4E-Transporter (4E-T) encodes a large protein that interacts with regulators of translation and mRNA stability, including CNOT1 and LSM14 as well as the products of me31B and eIF4E1. Levels of the 4E-T product are particularly high in germ cells and early development when translational control predominates in gene regulation.
7227.FBpp0088311	fd102C	599	Forkhead domain 102C; DNA-binding transcription factor activity, RNA polymerase II-specific; sequence-specific DNA binding. It is involved in the biological process described with: cell differentiation; regulation of transcription by RNA polymerase II; anatomical structure morphogenesis.
7227.FBpp0088314	MED26	1483	Mediator of RNA polymerase II transcription subunit 26; Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene- specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors (By similarity). Required [...] 
7227.FBpp0088324	betaNACtes1	261	Transcription factor BTF3; Belongs to the NAC-beta family.
7227.FBpp0088333	pb	782	Homeotic protein proboscipedia; Sequence-specific transcription factor which is part of a developmental regulatory system that provides cells with specific positional identities on the anterior-posterior axis. Controls development of mouthparts, and labial and maxillary palps.
7227.FBpp0088343	Pxd	690	Peroxidase (Pxd) encodes an enzyme that converts hydrogen peroxide to water and molecular oxygen, in the process oxidizing glutathione to glutathione disulfide. It is involved in the cellular response to oxidative stress; Belongs to the peroxidase family. XPO subfamily.
7227.FBpp0088345	Wnt4	539	Protein Wnt-4; Binds as a ligand to a family of frizzled seven-transmembrane receptors and acts through a cascade of genes on the nucleus. Acts downstream of homeotic complex genes in the visceral mesoderm and is required for embryonic segmentation. Also required for cell movement and FAK regulation during ovarian morphogenesis.
7227.FBpp0088350	for	1088	cGMP-dependent protein kinase, isozyme 2 forms cD4/T1/T3A/T3B; Foraging (for) encodes a serine/threonine kinase and a member of the protein kinase G family. For roles include feeding, locomotion, metabolism, development, olfactory habituation, learning and memory, stress, social behavior, as well as Malpighian tubule, heart, muscle and synaptic function.
7227.FBpp0088360	mRpL13	178	39S ribosomal protein L13, mitochondrial; mRNA binding; structural constituent of ribosome. It is involved in the biological process described with: negative regulation of translation; mitochondrial translation; translation; Belongs to the universal ribosomal protein uL13 family.
7227.FBpp0088366	sv	844	Shaven, isoform A; Shaven (sv) encodes a transcription factor and a member of the paired box family of genes. It is primarily involved in the terminal differentiation of specific cell types during the development of a variety of sensory organs, including the bristles and the eye.
7227.FBpp0088368	Inos	565	Inositol-3-phosphate synthase activity. It is involved in the biological process described with: inositol biosynthetic process; phospholipid biosynthetic process.
7227.FBpp0088371	Mob2	728	Mob2 (Mob2) encodes a protein that belongs to the Mob1/phocein domain protein family. Its functions include rhabdomere determination during photoreceptor development.
7227.FBpp0088375	Rel	971	Nuclear factor NF-kappa-B p110 subunit; Plays a key role in the humoral immune response. Rel-p68 subunit translocates to the nucleus where it binds to the promoter of the Cecropin A1 gene and probably other antimicrobial peptide genes. I-kappa-B kinase complex (IKKbeta and key) and PGRP-LC are essential signaling components in transmitting the lipopolysaccharide (LPS) signal leading to cact degradation for NF-kappa-B (rel) activation. Part of a Toll-related receptor pathway that functions in the apoptosis of unfit cells during cell competition. May be part of a NF-kappa-B and Tollo sig [...] 
7227.FBpp0088397	ChAT	721	Choline O-acetyltransferase 13 kDa chain; Choline acetyltransferase (ChAT) encodes a protein that catalyzes the biosynthesis of the neurotransmitter acetylcholine. It is considered to be a specific marker for cholinergic neurons.
7227.FBpp0088407	nompA	1557	No mechanoreceptor potential A (nompA) encodes an apical extracellular matrix protein involved in mechanotransduction. In mechanosensory sensilla, the product of nompAis transported to and incorporated into an apical extracellular cap, which encloses the tips of sensory cilia and connects them to force-transmitting structures. nompA loss causes sensory defects including deafness, touch-insensitivity, and lack of coordination due to loss of proprioception.
7227.FBpp0088417	pr	168	6-pyruvoyl tetrahydrobiopterin synthase; Required for pigment and biopterin synthesis. Belongs to the PTPS family.
7227.FBpp0088428	sw	663	Cytoplasmic dynein 1 intermediate chain; Acts as one of several non-catalytic accessory components of the cytoplasmic dynein 1 complex that are thought to be involved in linking dynein to cargos and to adapter proteins that regulate dynein function. Cytoplasmic dynein 1 acts as a motor for the intracellular retrograde motility of vesicles and organelles along microtubules. The intermediate chains mediate the help dynein bind to dynactin 150 kDa component (By similarity).
7227.FBpp0088436	Cyp12d1-d	521	Probable cytochrome P450 12d1 distal, mitochondrial; Cyp12d1-d (Cyp12d1-d) encodes a protein involved in the response to the insecticide dichlorodiphenyltrichloroethane (DDT).
7227.FBpp0088440	RpS7	194	40S ribosomal protein S7; Structural constituent of ribosome. It is involved in the biological process described with: translation; ribosomal small subunit biogenesis; cytoplasmic translation; rRNA processing; Belongs to the eukaryotic ribosomal protein eS7 family.
7227.FBpp0088442	CG18853	330	TA01342p; tRNA (adenine-N6-)-methyltransferase activity.
7227.FBpp0088443	ptc	1286	Protein patched; Segmentation polarity protein. Acts as a receptor for the hedgehog protein (HH). Associates with the smoothened protein (SMO) to transduce the hedgehog signal leading to the activation of wingless, decapentaplegic and patched itself. Participates in cell interactions that establish pattern within the segment and the imaginal disks during development. In the absence of HH, represses the constitutive signaling activity of smo through fused (FU).
7227.FBpp0088450	Sam-S	408	S-adenosylmethionine synthase; Catalyzes the formation of S-adenosylmethionine from methionine and ATP. The reaction comprises two steps that are both catalyzed by the same enzyme: formation of S-adenosylmethionine (AdoMet) and triphosphate, and subsequent hydrolysis of the triphosphate.
7227.FBpp0088470	chb	1491	CLIP-associating protein; Microtubule plus-end tracking protein that promotes the stabilization of dynamic microtubules. Required for several aspects of mitotic spindle formation including the formation of the overlapping central spindle microtubules and kinetochore attachment. Required for the incorporation of tubulin subunits at the plus ends of kinetochore microtubules during poleward microtubule flux. Acts antagonistically to Klp10A and Klp67A to maintain metaphase spindle length. Also required for guidance of CNS axons downstream of Abl. May function to identify a subset of microt [...] 
7227.FBpp0088483	nxf2	841	Nuclear RNA export factor 2; May be involved in the export of mRNA from the nucleus to the cytoplasm. In the ovaries, forms a complex with nxf2, piwi and Nxt1 which acts as effectors of cotranscriptional transposon silencing. On recruitment to a target transcript, interacts with single stranded RNA, thereby anchoring the complex via the nascent target transcript to chromatin and allowing Panx to recruit silencing effectors to establishing repressive heterochromatin at transposon loci. Does not affect piRNA biogenesis. The interaction with Panx stabilizes the nuclear protein complex. Do [...] 
7227.FBpp0088492	PGRP-LC	520	Peptidoglycan-recognition protein LC; Major activator of the imd/Relish pathway and is likely to encode a pattern recognition molecule for the humoral immune response. Required for Relish processing and nuclear translocation following proteolytic cleavage. Involved in the response to lipopolysaccharide (LPS) and peptidoglycan of Gram-negative bacteria. The different isoforms probably display different recognition capabilities to various microbial patterns. [Isoform x]: Mediates the response to LPS, peptidoglycan and Gram-negative bacteria; Belongs to the N-acetylmuramoyl-L-alanine amid [...] 
7227.FBpp0088493	CG4452	390	LD21662p.
7227.FBpp0088502	Atpalpha	1041	Sodium/potassium-transporting ATPase subunit alpha; This is the catalytic component of the active enzyme, which catalyzes the hydrolysis of ATP coupled with the exchange of sodium and potassium ions across the plasma membrane. This action creates the electrochemical gradient of sodium and potassium ions, providing the energy for active transport of various nutrients. Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family. Type IIC subfamily.
7227.FBpp0088510	CG33489	497	FI19905p1.
7227.FBpp0088511	sff	861	Sugar-free frosting (sff) encodes a protein involved in neuromuscular junction development and protein N-linked glycosylation.
7227.FBpp0088514	CG10931	345	IP10415p; Histone methyltransferase activity (H3-K4 specific). It is involved in the biological process described with: histone H3-K4 methylation; histone H3 acetylation.
7227.FBpp0088515	CG5002	595	SLC26 membrane transporter protein; Anion:anion antiporter activity; secondary active sulfate transmembrane transporter activity; sulfate transmembrane transporter activity. It is involved in the biological process described with: sulfate transport; transmembrane transport.
7227.FBpp0088516	HLH54F	242	RT01030p; HLH54F (HLH54F) encodes a bHLH transcription factor that regulates caudal visceral mesoderm development.
7227.FBpp0088517	CG5009	669	Probable peroxisomal acyl-coenzyme A oxidase 1; Flavin adenine dinucleotide binding; fatty acid binding; FAD binding; acyl-CoA oxidase activity; Belongs to the acyl-CoA oxidase family.
7227.FBpp0088518	aft	700	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2; Probable S-adenosyl-L-methionine-dependent methyltransferase that mediates mRNA cap2 2'-O-ribose methylation to the 5'-cap structure of mRNAs. May methylate the ribose of the second nucleotide of a m(7)GpppG-capped mRNA (cap0) to produce m(7)GpppRmpNm (cap2) (By similarity). Regulates expression of tracheal genes required for pathfinding on the segmental nerve.
7227.FBpp0088519	CG5033	784	Ribosome biogenesis protein BOP1 homolog; Required for maturation of ribosomal RNAs and formation of the large ribosomal subunit; Belongs to the WD repeat BOP1/ERB1 family.
7227.FBpp0088522	Ubc10	154	Ubiquitin-conjugating enzyme E2-18 kDa; Ubiquitin-conjugating enzyme E2 that acts with the RBR family ligases LUBEL, ari-1 and possibly parkin. Accepts ubiquitin from the E1 complex and catalyzes its covalent attachment to other proteins (By similarity). Appears to be involved in the selective degradation of short-lived and abnormal proteins. Functions with ari-1 to control the subcellular localization and morphology of muscle nuclei (myonuclei) by regulating the protein levels and distribution of the LINC (LInker of Nucleoskeleton and Cytoskeleton) complex. Functions by mediating the  [...] 
7227.FBpp0088523	fab1	1809	Putative 1-phosphatidylinositol 3-phosphate 5-kinase; The PI(3,5)P2 regulatory complex regulates both the synthesis and turnover of phosphatidylinositol 3,5-bisphosphate (PtdIns(3,5)P2). Catalyzes the phosphorylation of phosphatidylinositol 3-phosphate on the fifth hydroxyl of the myo-inositol ring, to form phosphatidylinositol 3,5-bisphosphate. Required for endocytic-vacuolar pathway and nuclear migration. Has a role at a late stage in endosome- related membrane trafficking, at a point when signal termination has occurred. Is not required for receptor silencing.
7227.FBpp0088524	CG6362	624	Uncharacterized protein.
7227.FBpp0088525	CG18635	649	XK-related protein; It is involved in the biological process described with: engulfment of apoptotic cell; apoptotic process involved in development; phosphatidylserine exposure on apoptotic cell surface.
7227.FBpp0088526	CG14488	134	IP20259p.
7227.FBpp0088527	OstDelta	634	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2; Subunit of the oligosaccharyl transferase (OST) complex that catalyzes the initial transfer of a defined glycan (Glc(3)Man(9)GlcNAc(2) in eukaryotes) from the lipid carrier dolichol- pyrophosphate to an asparagine residue within an Asn-X-Ser/Thr consensus motif in nascent polypeptide chains, the first step in protein N-glycosylation. N-glycosylation occurs cotranslationally and the complex associates with the Sec61 complex at the channel-forming translocon complex that mediates protein translocation across the en [...] 
7227.FBpp0088528	Sardh	894	Oxidoreductase activity; sarcosine dehydrogenase activity. It is involved in the biological process described with: sarcosine catabolic process; oxidation-reduction process; S-adenosylmethionine cycle.
7227.FBpp0088529	Zasp66	430	Z band alternatively spliced PDZ-motif protein 66 (Zasp66) encodes a scaffold protein that binds the product of Actn and localizes to Z-discs in muscle cells. It plays a role in muscle development, especially in myofibril assembly.
7227.FBpp0088537	CG6686	970	RE11167p; RNA binding. It is involved in the biological process described with: mRNA splicing, via spliceosome; mRNA cis splicing, via spliceosome; positive regulation of gene expression; maturation of 5S rRNA.
7227.FBpp0088539	CG6867	949	FI21454p1; It is involved in the biological process described with: motor neuron axon guidance; synaptic target inhibition.
7227.FBpp0088541	GluRIIB	913	Glutamate receptor IIB (GluRIIB) encodes a subunit of the muscle glutamate receptor that responds to neurotransmitter at the neuromuscular junction.
7227.FBpp0088543	osa	2716	Trithorax group protein osa; Trithorax group (trxG) protein required for embryonic segmentation, development of the notum and wing margin, and photoreceptor differentiation. Required for the activation of genes such as Antp, Ubx and Eve. Binds to DNA without specific affinity, suggesting that it is recruited to promoters by promoter-specific proteins. Essential component of the Brahma complex, a multiprotein complex which is the equivalent of the yeast SWI/SNF complex and acts by remodeling the chromatin by catalyzing an ATP-dependent alteration in the structure of nucleosomal DNA. Thi [...] 
7227.FBpp0088545	CG7730	581	LD31138p.
7227.FBpp0088549	spin	630	Protein spinster; Probable sphingolipid transporter that plays a central role in endosomes and/or lysosomes storage. Involved in TGF-beta-mediated synaptic growth regulation both pre- and postsynaptically via its function in endosomal storage regulation. Also required during oogenesis by regulating yolk spheres storage. Belongs to the major facilitator superfamily. Spinster (TC 2.A.1.49) family.
7227.FBpp0088554	CG8765	690	LD41913p; It is involved in the biological process described with: regulation of transcription by RNA polymerase II; dendrite morphogenesis.
7227.FBpp0088559	Sdic1	517	Sperm-specific dynein intermediate chain 1, isoform A; Dynein light chain binding; dynein heavy chain binding. It is involved in the biological process described with: positive regulation of ATP-dependent microtubule motor activity, plus-end-directed; microtubule-based movement.
7227.FBpp0088565	eIF3d1	560	Eukaryotic translation initiation factor 3 subunit D-1; mRNA cap-binding component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation. In the eIF-3 complex, eif3d specifically recognizes and binds the 7- methylguanosine cap of a subset of mRNAs.
7227.FBpp0088568	TBPH	531	TAR DNA-binding protein-43 homolog (TBPH) encodes an RNA-binding protein that belongs to the hnRNP family. It contributes to synaptic growth of motor neurons and glial wrapping.
7227.FBpp0088573	CG10910	623	Uncharacterized protein.
7227.FBpp0088574	mael	462	Protein maelstrom; Involved both in the piRNA and miRNA metabolic processes. As a component of the meiotic nuage, plays a central role during oogenesis by repressing transposable elements and preventing their mobilization, which is essential for the germline integrity. Repression of transposable elements is mediated via the piRNA metabolic process, which mediates the repression of transposable elements during meiosis by forming complexes composed of piRNAs and Piwi proteins and governs the repression of transposons. As a nuclear component, it is required for proper differentiation in t [...] 
7227.FBpp0088579	Caper	594	Caper, isoform A; Caper (Caper) encodes an RNA-binding protein involved in regulation of alternative mRNA splicing.
7227.FBpp0088588	CG11892	439	GH09761p.
7227.FBpp0088599	Sh	655	Potassium voltage-gated channel protein Shaker; Voltage-gated potassium channel that mediates transmembrane potassium transport in excitable membranes. The channel alternates between opened and closed conformations in response to the voltage difference across the membrane. Forms rapidly inactivating tetrameric potassium-selective channels through which potassium ions pass in accordance with their electrochemical gradient and may contribute to A- type currents. Plays a role in the regulation of sleep need or efficiency ; Belongs to the potassium channel family. A (Shaker) (TC 1.A.1.2) s [...] 
7227.FBpp0088611	salto	832	Uncharacterized protein, isoform A.
7227.FBpp0088615	Aasdh	1012	Beta-alanine-activating enzyme; Covalently binds beta-alanine in an ATP-dependent manner to form a thioester bond with its phosphopantetheine group and transfers it to an, as yet, unknown acceptor. May be required for a post- translational protein modification or for post-transcriptional modification of an RNA.
7227.FBpp0088616	sut4	444	Sugar transporter 4; Carbohydrate:proton symporter activity. It is involved in the biological process described with: glucose import; Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family.
7227.FBpp0088620	sol	1594	Calpain-D; Has a role in eye development; Belongs to the peptidase C2 family.
7227.FBpp0088637	Gr89a	362	Putative gustatory receptor 89a; Probable gustatory receptor which mediates acceptance or avoidance behavior, depending on its substrates; Belongs to the insect chemoreceptor superfamily. Gustatory receptor (GR) family. Gr77a subfamily.
7227.FBpp0088646	MESK2	485	Misexpression suppressor of KSR 2, isoform I; It is involved in the biological process described with: signal transduction.
7227.FBpp0088654	elg1	1162	Enhanced level of genomic instability 1, isoform C; DNA binding; DNA clamp unloader activity. It is involved in the biological process described with: oogenesis.
7227.FBpp0088658	pnt	718	ETS-like protein pointed; ETS transcription factor with a prominent role during development of the eye and the nervous system. Required for glial- neuronal cell interactions at the ventral midline which are necessary for the proper elaboration of commissures in the embryonic CNS. [Isoform P1]: Required for normal EGFR-induced photoreceptor development. Following transcriptional activation by isoform P2, acts as a constitutive activator of transcription, leading to induction of target genes essential for photoreceptor development. In larval brains, involved in the maintenance of type II [...] 
7227.FBpp0088667	Vsp37A	200	Vacuolar protein sorting 37A, isoform A; It is involved in the biological process described with: endosome transport via multivesicular body sorting pathway; ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway; protein targeting to vacuole; protein targeting to membrane.
7227.FBpp0088669	CG18004	297	FI20187p1; It is involved in the biological process described with: chromatin remodeling.
7227.FBpp0088673	CG18449	159	GEO12122p1.
7227.FBpp0088675	r	2224	Glutamine-dependent carbamoyl-phosphate synthase; Rudimentary (r) encodes the CAD protein that catalyzes the initial steps of de novo pyrimidine biosynthesis. r depletion results in wing malformations and pyrimidine auxotrophy.
7227.FBpp0088679	REPTOR-BP	118	REPTOR-binding partner; Transcriptional regulator that acts in the TORC1 signaling pathway to regulate energy homeostasis and promote survival during nutrient deprivation. Interacts with REPTOR to form a transcriptional activator complex that functions downstream of TORC1 to up-regulate the expression of most target genes induced by TORC1 inhibition. In the complex, acts to enhance the binding of the transcriptional activator REPTOR to the regulatory sequences of target genes. Under normal conditions TORC1 is active, inhibiting the formation of the REPTOR/REPTOR-BP complex by phosphory [...] 
7227.FBpp0088683	dj	248	Sperm-specific protein Don juan; May be involved in the final steps of mitochondrial differentiation within the flagellum.
7227.FBpp0088684	didum	1800	Dilute class unconventional myosin (didum) encodes a class V unconventional myosin that binds actin and hydrolyzes ATP. It functions in mRNA localization in the oocyte, spermatid individualization during spermatogenesis, transport of pigment granules in photoreceptors and mitochondrial transport in neuronal cells; Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family.
7227.FBpp0088688	Mlc2	222	Myosin light chain 2 (Mlc2) encodes a subunit of the myosin complex involved in myofibril assembly. It contributes to different flight-related processes including wing beat frequency, and indirect flight muscle contraction.
7227.FBpp0088689	CG2336	322	AT02555p; Oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor. It is involved in the biological process described with: oxidation-reduction process.
7227.FBpp0088691	Hrs	760	Hepatocyte growth factor-regulated tyrosine kinase substrate; Essential role in endosome membrane invagination and formation of multivesicular bodies, MVBs. Required during gastrulation and appears to regulate early embryonic signaling pathways. Inhibits tyrosine kinase receptor signaling by promoting degradation of the tyrosine-phosphorylated, active receptor, potentially by sorting activated receptors into MVBs. The MVBs are then trafficked to the lysosome where their contents are degraded.
7227.FBpp0088699	gem	932	Gemini, isoform C; Sequence-specific DNA binding; DNA-binding transcription factor activity. It is involved in the biological process described with: regulation of transcription by RNA polymerase II.
7227.FBpp0088707	Cyp6d5	508	Probable cytochrome P450 6d5; May be involved in the metabolism of insect hormones and in the breakdown of synthetic insecticides.
7227.FBpp0088709	gukh	1788	GUK-holder, isoform A; GUK-holder (gukh) encodes a protein that regulates spindle orientation in neuroblasts via direct interaction with microtubules and the tumor suppressors encoded by dlg1 and scrib. It also plays a role in polarizing fate determinants, such as the product of mira.
7227.FBpp0088712	tinc	1513	Tincar (tinc) encodes a transmembrane protein involved in the regulation of the development of ommatidial cells. tinc mRNA expression is negatively regulated by the product of svp in a cardioblast subpopulation.
7227.FBpp0088727	wry	1157	Weary, isoform B; Weary (wry) encodes a ligand for the receptor encoded by N. It is involved in the Notch signaling pathway and normal heart function.
7227.FBpp0088739	Arv1	238	ACAT-related protein required for viability 1, isoform A; It is involved in the biological process described with: positive regulation of cell division; sphingolipid metabolic process; sterol metabolic process; intracellular sterol transport; regulation of plasma membrane sterol distribution.
