Locus,Sequence_Length,Aromaticity,Sec_Struct_Helix,Sec_Struct_Turn,Sec_Struct_Sheet_x,Percent_A,Percent_C_x,Percent_D,Percent_E,Percent_F,Percent_G,Percent_H,Percent_I,Percent_K,Percent_L,Percent_M,Percent_N,Percent_P,Percent_Q,Percent_R,Percent_S,Percent_T,Percent_V,Percent_W,Percent_Y,IsoelectricPoint,Tiny_Number,Small_Number,Aliphatic_Number,Aromatic_Number,Non-polar_Number,Polar_Number,Charged_Number,Basic_Number,Acidic_Number,predict_xgboost,predict_rfc,Local Average Connectivity_y,Density of Maximum neighborhood Component_y,Topology Potential_y,Edge Clustering Coefficient_y,DegreeCentrality_y,EigenvectorCentrality_y,BetweennessCentrality_y,ClosenessCentrality_y,Clustering_y,predict_rfc_over,predict_rfc_under,#string_protein_id,preferred_name,protein_size,annotation
6183.A0A5K4ET24,1141,0.0780017528483786,0.36897458369851,0.3426818580192813,0.2883435582822086,0.0525854513584574,0.0140227870289219,0.0604732690622261,0.0806310254163014,0.0376862401402278,0.0543382997370727,0.0254163014899211,0.0499561787905346,0.0587204206836108,0.0771253286590709,0.0306748466257668,0.0429447852760736,0.0420683610867659,0.0482033304119193,0.0797546012269938,0.0841367221735319,0.0578439964943032,0.0631025416301489,0.0105170902716914,0.0297984224364592,7.2673,300,538,277,118,527,614,348,187,161,1,1,0.3277234607259527,0.3066427959611341,594.3143058568983,0.4452593922220076,0.1262686062246278,0.0135423086449266,0.0002143520703884,0.5212636398785463,0.3066427959611341,1,1,6183.A0A5K4ET24,A0A5K4ET24,1141,Uncharacterized protein.
6183.A0A5K4ET47,712,0.0533707865168539,0.3707865168539325,0.3441011235955056,0.2851123595505618,0.0449438202247191,0.0154494382022471,0.0491573033707865,0.0926966292134831,0.0308988764044943,0.0196629213483146,0.023876404494382,0.0702247191011236,0.0758426966292134,0.1165730337078651,0.0084269662921348,0.0603932584269662,0.0266853932584269,0.0660112359550561,0.0421348314606741,0.1123595505617977,0.0702247191011236,0.0519662921348314,0.0028089887640449,0.0196629213483146,5.6803,187,321,202,55,290,422,202,101,101,1,1,0.2961772764079727,0.2920856347070764,413.13361441655366,0.364213554301082,0.0778924221921515,0.0077560901948887,0.0001271455536901,0.504678796907104,0.2920856347070764,1,1,6183.A0A5K4ET47,A0A5K4ET47,712,Uncharacterized protein.
6183.A0A5K4ET59,154,0.0909090909090909,0.3571428571428571,0.3571428571428572,0.2857142857142857,0.0519480519480519,0.0259740259740259,0.0844155844155844,0.0844155844155844,0.0584415584415584,0.0519480519480519,0.0324675324675324,0.0584415584415584,0.0454545454545454,0.1103896103896103,0.0389610389610389,0.0324675324675324,0.0584415584415584,0.0324675324675324,0.0389610389610389,0.0844155844155844,0.0194805194805194,0.0584415584415584,0.0064935064935064,0.0259740259740259,4.3652,36,72,43,19,84,70,44,18,26,1,1,0.2906198792290212,0.2801323660430189,274.2323632631512,0.2947584330415042,0.0411028416779431,0.0033740146910295,2.6945381184853115e-05,0.4906358186744516,0.2801323660430189,1,1,6183.A0A5K4ET59,A0A5K4ET59,154,Thiamin pyrophosphokinase-related.
6183.A0A5K4ETQ3,676,0.1183431952662721,0.3062130177514793,0.3535502958579881,0.3402366863905325,0.0281065088757396,0.0192307692307692,0.0532544378698224,0.0665680473372781,0.044378698224852,0.0473372781065088,0.0236686390532544,0.0739644970414201,0.0650887573964497,0.1109467455621301,0.0207100591715976,0.0828402366863905,0.0355029585798816,0.0325443786982248,0.0473372781065088,0.0695266272189349,0.059171597633136,0.0458579881656804,0.0133136094674556,0.0606508875739644,6.8033,151,298,175,96,338,338,173,92,81,1,1,0.2865760861309171,0.32950558978416,343.5387559067462,0.4169971064302066,0.0598782138024357,0.0058621786539536,0.0001271403314758,0.4946215211151325,0.32950558978416,1,1,6183.A0A5K4ETQ3,A0A5K4ETQ3,676,Tyrosine kinase.
6183.A0A5K4ETS2,369,0.0948509485094851,0.3279132791327913,0.3550135501355013,0.3170731707317073,0.051490514905149,0.016260162601626,0.056910569105691,0.067750677506775,0.056910569105691,0.056910569105691,0.016260162601626,0.075880758807588,0.062330623306233,0.1192411924119241,0.021680216802168,0.051490514905149,0.048780487804878,0.013550135501355,0.05420054200542,0.078590785907859,0.059620596205962,0.05420054200542,0.005420054200542,0.032520325203252,6.4995,97,175,111,41,199,170,95,49,46,1,1,0.3178472838025048,0.2839956525637814,630.0649202906272,0.3994524377297048,0.1360791610284168,0.0147213767267605,0.0002486871329956,0.5227320538166766,0.2839956525637814,1,1,6183.A0A5K4ETS2,A0A5K4ETS2,369,Nucleoside diphosphate kinase.
6183.A0A5K4ETU1,289,0.1003460207612456,0.3598615916955017,0.3079584775086505,0.3321799307958477,0.0449826989619377,0.0242214532871972,0.0484429065743944,0.0622837370242214,0.0484429065743944,0.0415224913494809,0.0103806228373702,0.0692041522491349,0.0484429065743944,0.0865051903114186,0.0242214532871972,0.0380622837370242,0.0726643598615917,0.0692041522491349,0.0726643598615917,0.0588235294117647,0.0449826989619377,0.0830449826989619,0.0173010380622837,0.0346020761245674,8.1373,62,132,82,32,158,131,70,38,32,1,1,0.2862938915918561,0.392129757164442,466.37199655196986,0.5004633573292161,0.0926082543978349,0.0071911585450791,8.282001808328252e-05,0.5058361668277512,0.392129757164442,1,1,6183.A0A5K4ETU1,A0A5K4ETU1,289,rRNA adenine N(6)-methyltransferase.
6183.A0A5K4ETX3,316,0.120253164556962,0.2753164556962025,0.3607594936708861,0.3639240506329114,0.0474683544303797,0.0189873417721519,0.0759493670886076,0.0443037974683544,0.0569620253164556,0.0664556962025316,0.0253164556962025,0.0664556962025316,0.0759493670886076,0.0759493670886076,0.0189873417721519,0.0632911392405063,0.0348101265822784,0.0379746835443038,0.050632911392405,0.0443037974683544,0.0537974683544303,0.0791139240506329,0.0189873417721519,0.0443037974683544,7.9734,73,153,85,46,167,149,86,48,38,1,1,0.2849708261714432,0.3552016513961836,360.28587340203126,0.3976386548182414,0.0637686062246278,0.0049974221683143,5.518924554892465e-05,0.5001017989200957,0.3552016513961836,1,1,6183.A0A5K4ETX3,A0A5K4ETX3,316,Isocitrate dehydrogenase [NADP].
6183.A0A5K4EU40,184,0.0815217391304347,0.3260869565217391,0.3641304347826087,0.3097826086956521,0.0543478260869565,0.0163043478260869,0.0489130434782608,0.0597826086956521,0.0271739130434782,0.0489130434782608,0.0054347826086956,0.0706521739130434,0.0543478260869565,0.0815217391304347,0.0326086956521739,0.0434782608695652,0.0815217391304347,0.0434782608695652,0.0543478260869565,0.0869565217391304,0.0489130434782608,0.0869565217391304,0.0217391304347826,0.0326086956521739,6.9298,47,95,54,16,102,82,41,21,20,1,1,0.2860725376002814,0.3835177168510502,478.8324237293362,0.4990569757487938,0.0959066305818674,0.0074975316288035,8.73707029576459e-05,0.5071748221933257,0.3835177168510502,1,1,6183.A0A5K4EU40,A0A5K4EU40,184,rRNA adenine N(6)-methyltransferase.
6183.A0A5K4EU98,1053,0.0455840455840455,0.315289648622982,0.4245014245014245,0.2602089268755935,0.0702754036087369,0.0085470085470085,0.0256410256410256,0.0408357075023741,0.0218423551756885,0.0769230769230769,0.0579297245963912,0.037037037037037,0.0360873694207027,0.0636277302943969,0.0151946818613485,0.0607787274453941,0.0845204178537511,0.0626780626780626,0.0626780626780626,0.1405508072174738,0.0655270655270655,0.0455840455840455,0.0018993352326685,0.0218423551756885,10.3169,381,609,228,109,471,582,235,165,70,1,1,0.3154057267814722,0.3133315724225954,444.8231962689972,0.3766062076133672,0.086180649526387,0.0096055456087832,0.000188361972776,0.5087197411469172,0.3133315724225954,1,1,6183.A0A5K4EU98,A0A5K4EU98,1053,Nuclear receptor co-repressor related (Ncor).
6183.A0A5K4EUA1,342,0.0847953216374269,0.2865497076023391,0.3888888888888888,0.3245614035087719,0.0175438596491228,0.0146198830409356,0.0526315789473684,0.0526315789473684,0.0350877192982456,0.0730994152046783,0.023391812865497,0.0906432748538011,0.0614035087719298,0.1403508771929824,0.0175438596491228,0.0643274853801169,0.0584795321637426,0.0175438596491228,0.0409356725146198,0.0789473684210526,0.0467836257309941,0.0643274853801169,0.0087719298245614,0.0409356725146198,7.1361,79,161,107,37,192,150,79,43,36,1,1,0.2854486343439451,0.3746941702929217,443.1851351954828,0.4427916763460118,0.086180649526387,0.006540629832222,0.0001461570719771,0.5054643571236664,0.3746941702929217,1,1,6183.A0A5K4EUA1,A0A5K4EUA1,342,Strictosidine synthase-related.
6183.A0A5K4EUE3,1035,0.081159420289855,0.3198067632850241,0.3913043478260869,0.2888888888888888,0.0463768115942029,0.017391304347826,0.0454106280193236,0.0531400966183574,0.0280193236714975,0.0483091787439613,0.0241545893719806,0.0531400966183574,0.0347826086956521,0.093719806763285,0.0202898550724637,0.0879227053140096,0.051207729468599,0.0473429951690821,0.0589371980676328,0.123671497584541,0.0608695652173913,0.0521739130434782,0.0125603864734299,0.0405797101449275,7.0227,307,552,254,109,480,555,224,122,102,1,1,0.3006453031202481,0.307784822813255,511.35202402941394,0.4274928471911245,0.1041948579161028,0.0109543288666794,0.0001136162819028,0.5129159201279465,0.307784822813255,1,1,6183.A0A5K4EUE3,A0A5K4EUE3,1035,Receptor protein-tyrosine kinase.
6183.A0A5K4EUF5,1102,0.0762250453720508,0.3430127041742287,0.3847549909255898,0.2722323049001814,0.0535390199637023,0.0108892921960072,0.0589836660617059,0.0644283121597096,0.0399274047186932,0.0544464609800363,0.0208711433756805,0.0535390199637023,0.0617059891107078,0.102540834845735,0.0245009074410163,0.043557168784029,0.0535390199637023,0.0426497277676951,0.0553539019963702,0.1125226860254083,0.0471869328493647,0.0635208711433756,0.0108892921960072,0.0254083484573502,6.8369,307,549,301,107,543,559,288,152,136,1,1,0.3703445758264752,0.3884395374953009,530.9426620852884,0.4687773829596066,0.1093538565629228,0.0146212370220363,0.000192605517792,0.5152443761979884,0.3884395374953009,1,1,6183.A0A5K4EUF5,A0A5K4EUF5,1102,Serine/threonine kinase.
6183.A0A5K4EUU0,100,0.19,0.36,0.33,0.31,0.05,0.01,0.03,0.02,0.13,0.11,0.04,0.03,0.03,0.18,0.02,0.07,0.02,0.02,0.07,0.07,0.02,0.02,0.04,0.02,10.6894,26,40,28,23,63,37,19,14,5,1,1,0.2455611787149609,0.2747782943313669,348.9690821660162,0.3158295015848807,0.0605548037889039,0.0039980095704118,0.0001703839135871,0.5004229121851015,0.2747782943313669,1,1,6183.A0A5K4EUU0,A0A5K4EUU0,100,Uncharacterized protein.
6183.A0A5K4EUV9,184,0.092391304347826,0.3369565217391305,0.3369565217391304,0.3260869565217391,0.0543478260869565,0.0163043478260869,0.0489130434782608,0.0597826086956521,0.0380434782608695,0.0489130434782608,0.0108695652173913,0.0706521739130434,0.0489130434782608,0.0815217391304347,0.0271739130434782,0.0380434782608695,0.0815217391304347,0.0489130434782608,0.0652173913043478,0.0706521739130434,0.0434782608695652,0.092391304347826,0.0217391304347826,0.0326086956521739,7.7398,43,91,55,19,104,80,43,23,20,1,1,0.286348482604685,0.3929823684298237,466.6745060384034,0.5017076416494782,0.0926928281461434,0.00719922787926,8.287088151293926e-05,0.5058580550219021,0.3929823684298237,1,1,6183.A0A5K4EUV9,A0A5K4EUV9,184,rRNA adenine N(6)-methyltransferase.
6183.A0A5K4EV10,1911,0.0716902145473574,0.3506017791732078,0.369440083725798,0.2799581371009942,0.0350601779173207,0.009942438513867,0.0580847723704866,0.0805860805860805,0.0334903192046049,0.0293040293040293,0.0183150183150183,0.0722135007849293,0.0847723704866562,0.1046572475143903,0.0177917320774463,0.0727367870225013,0.0355834641548927,0.0654107796964939,0.0470957613814756,0.0889586603872318,0.0638409209837781,0.0439560439560439,0.0068027210884353,0.0313971742543171,6.7297,434,836,489,172,803,1108,552,287,265,1,1,0.4187631837142064,0.397016747747168,602.3373032094081,0.451707649752406,0.1282983761840324,0.0191236668391763,8.821014524362198e-05,0.5229191112701806,0.397016747747168,1,1,6183.A0A5K4EV10,A0A5K4EV10,1911,Uncharacterized protein.
6183.A0A5K4EVT8,1121,0.0918822479928635,0.3247100802854594,0.360392506690455,0.3148974130240856,0.0526315789473684,0.0267618198037466,0.039250669045495,0.0570918822479928,0.0446030330062444,0.0463871543264942,0.0294380017841213,0.0446030330062444,0.0535236396074933,0.1079393398751115,0.0124888492417484,0.063336306868867,0.0499553969669937,0.0437109723461195,0.0508474576271186,0.1079393398751115,0.0597680642283675,0.0624442462087421,0.0151650312221231,0.0321141837644959,8.0999,329,570,300,136,555,566,258,150,108,1,1,0.2998224980841963,0.310863976403388,419.5626165128208,0.3856232507041339,0.0801759133964817,0.0083244851549542,0.0001270287078911,0.5012812337188011,0.310863976403388,1,1,6183.A0A5K4EVT8,A0A5K4EVT8,1121,Family C50 non-peptidase homologue (C50 family).
6183.A0A5K4EVU2,3636,0.0585808580858085,0.2964796479647965,0.4081408140814081,0.2953795379537954,0.0453795379537953,0.0258525852585258,0.05005500550055,0.0429042904290429,0.0305280528052805,0.0352035203520352,0.0324532453245324,0.0561056105610561,0.0616061606160616,0.1028602860286028,0.0165016501650165,0.0594059405940594,0.0453795379537953,0.0393289328932893,0.0495049504950495,0.1564906490649064,0.0693069306930693,0.053080308030803,0.0046754675467546,0.0233773377337733,8.7485,1208,1964,936,331,1596,2040,860,522,338,1,1,0.2736468227508598,0.2837975848009292,277.28564312913454,0.3127512061333983,0.0428788903924221,0.0038759359865116,5.441226754287317e-05,0.4843946155447152,0.2837975848009292,1,1,6183.A0A5K4EVU2,A0A5K4EVU2,3636,Nipped-B protein.
6183.A0A5K4EVZ1,1428,0.0938375350140056,0.3200280112044818,0.3634453781512605,0.3165266106442577,0.0490196078431372,0.026610644257703,0.0406162464985994,0.0560224089635854,0.0476190476190476,0.049719887955182,0.0301120448179271,0.0462184873949579,0.0525210084033613,0.1099439775910364,0.0126050420168067,0.0644257703081232,0.0532212885154061,0.0406162464985994,0.0518207282913165,0.1029411764705882,0.0602240896358543,0.0595238095238095,0.0175070028011204,0.0287114845938375,8.0948,412,723,378,177,715,713,330,192,138,1,1,0.2991319910559364,0.304598570828079,429.2603467961775,0.382756975813267,0.0825439783491204,0.0085490946654384,0.0001398006413206,0.503700273667808,0.304598570828079,1,1,6183.A0A5K4EVZ1,A0A5K4EVZ1,1428,Family C50 non-peptidase homologue (C50 family).
6183.A0A5K4EW88,444,0.0472972972972973,0.2702702702702703,0.4031531531531531,0.3265765765765765,0.0337837837837837,0.0157657657657657,0.0585585585585585,0.072072072072072,0.0315315315315315,0.0202702702702702,0.0427927927927927,0.0608108108108108,0.0315315315315315,0.0923423423423423,0.018018018018018,0.1036036036036036,0.0653153153153153,0.0292792792792792,0.0247747747747747,0.1238738738738738,0.0968468468468468,0.063063063063063,0.0022522522522522,0.0135135135135135,4.5101,129,258,111,40,185,259,102,44,58,1,1,0.3511955667671204,0.3165903616840959,485.97420074172703,0.3663088565219701,0.0970060893098782,0.0106193221631119,7.173050505969431e-05,0.5136370672915711,0.3165903616840959,1,1,6183.A0A5K4EW88,A0A5K4EW88,444,Uncharacterized protein.
6183.A0A5K4EWI8,605,0.0958677685950413,0.3801652892561983,0.3305785123966942,0.2892561983471075,0.0611570247933884,0.0198347107438016,0.0512396694214876,0.0644628099173553,0.0495867768595041,0.0495867768595041,0.0132231404958677,0.0512396694214876,0.0859504132231405,0.1173553719008264,0.0330578512396694,0.0347107438016528,0.0264462809917355,0.0495867768595041,0.0545454545454545,0.0826446280991735,0.0479338842975206,0.0611570247933884,0.0049586776859504,0.0413223140495867,9.1956,158,263,176,66,312,293,163,93,70,1,1,0.2062112294940454,0.260192522013888,302.51351122128494,0.3287845971105656,0.0483761840324763,0.0025905190130841,0.0001541675996957,0.4947889978226671,0.260192522013888,1,1,6183.A0A5K4EWI8,A0A5K4EWI8,605,Proline dehydrogenase.
6183.A0A5K4EWJ0,513,0.0604288499025341,0.3508771929824561,0.3898635477582846,0.2592592592592592,0.0214424951267056,0.0214424951267056,0.0701754385964912,0.1189083820662768,0.0331384015594541,0.0214424951267056,0.0116959064327485,0.0818713450292397,0.1189083820662768,0.1072124756335282,0.0194931773879142,0.0760233918128654,0.0214424951267056,0.0428849902534113,0.0409356725146198,0.0818713450292397,0.0565302144249512,0.0272904483430799,0.0019493177387914,0.0253411306042884,5.016,104,204,122,37,196,317,185,88,97,1,1,0.2914312595988433,0.2943554780402727,269.185782333779,0.3400239872320236,0.0403416779431664,0.0037898129646087,5.049071598761409e-05,0.486308900185372,0.2943554780402727,1,1,6183.A0A5K4EWJ0,A0A5K4EWJ0,513,Uncharacterized protein.
6183.A0A5K4EWM3,918,0.0816993464052287,0.2647058823529412,0.377995642701525,0.3572984749455337,0.0326797385620915,0.0708061002178649,0.0435729847494553,0.0479302832244008,0.0294117647058823,0.0686274509803921,0.0424836601307189,0.0588235294117647,0.0522875816993464,0.0915032679738562,0.0152505446623093,0.0729847494553376,0.0501089324618736,0.0403050108932461,0.037037037037037,0.0904139433551198,0.0544662309368191,0.0490196078431372,0.0119825708061002,0.0403050108932461,7.2525,291,489,213,114,476,442,205,121,84,1,1,0.3057594237533872,0.3145155819064053,490.22326881432207,0.4182705455990065,0.0985284167794316,0.0105127243714146,9.3533596308119e-05,0.5111665785551447,0.3145155819064053,1,1,6183.A0A5K4EWM3,A0A5K4EWM3,918,Receptor protein-tyrosine kinase.
6183.A0A5K4EWN7,238,0.0840336134453781,0.2899159663865546,0.4117647058823529,0.2983193277310924,0.0462184873949579,0.0378151260504201,0.0840336134453781,0.042016806722689,0.0336134453781512,0.042016806722689,0.0084033613445378,0.0630252100840336,0.0462184873949579,0.1008403361344537,0.0210084033613445,0.0756302521008403,0.0504201680672268,0.0294117647058823,0.0504201680672268,0.1134453781512605,0.042016806722689,0.0630252100840336,0.0084033613445378,0.042016806722689,4.6772,67,132,65,22,121,117,55,25,30,1,1,0.290459894542026,0.3510889040300805,319.1160407467981,0.415570187641091,0.0532814614343707,0.0051014745018408,4.7156630090729545e-05,0.4930569233047726,0.3510889040300805,1,1,6183.A0A5K4EWN7,A0A5K4EWN7,238,Dual specificity serine/threonine tyrosine kinase.
6183.A0A5K4EX76,439,0.0273348519362186,0.2619589977220957,0.5148063781321185,0.2232346241457858,0.0296127562642369,0.020501138952164,0.0318906605922551,0.0455580865603644,0.0136674259681093,0.0318906605922551,0.0478359908883826,0.0318906605922551,0.1161731207289293,0.0706150341685649,0.0136674259681093,0.0660592255125284,0.0227790432801822,0.0569476082004555,0.0455580865603644,0.2460136674259681,0.0728929384965831,0.0227790432801822,0.0,0.0136674259681093,10.6804,176,239,68,33,119,320,126,92,34,1,1,0.2753001044421235,0.2728597449908925,291.61998685434975,0.3055605759223918,0.0465155615696887,0.0042757452189324,7.122021239025705e-05,0.4868151766284733,0.2728597449908925,1,1,6183.A0A5K4EX76,A0A5K4EX76,439,Nipped-B protein.
6183.A0A5K4EXX0,1678,0.0655542312276519,0.3051251489868891,0.3831942789034565,0.3116805721096543,0.0375446960667461,0.0148986889153754,0.0423122765196662,0.0500595947556615,0.034564958283671,0.0482717520858164,0.033373063170441,0.067342073897497,0.0435041716328963,0.0977353992848629,0.0190703218116805,0.0721096543504171,0.0423122765196662,0.0411203814064362,0.0595947556615017,0.134684147794994,0.0899880810488677,0.0405244338498212,0.0077473182359952,0.0232419547079856,8.7,546,877,408,166,727,951,384,229,155,1,1,0.2815092588316266,0.2277768266468831,325.62269062774845,0.3108797915286393,0.0550575101488498,0.0051459959306153,0.0002352704747583,0.4932649642006817,0.2263783528299657,1,1,6183.A0A5K4EXX0,A0A5K4EXX0,1678,Phosphoinositide phospholipase C.
6183.A0A5K4EY06,478,0.0585774058577405,0.2928870292887029,0.4079497907949791,0.299163179916318,0.0439330543933054,0.0167364016736401,0.0648535564853556,0.0523012552301255,0.0313807531380753,0.0502092050209205,0.0439330543933054,0.0648535564853556,0.0585774058577405,0.0669456066945606,0.0230125523012552,0.0711297071129707,0.0753138075313807,0.0502092050209205,0.0564853556485355,0.0878661087866108,0.0815899581589958,0.0334728033472803,0.00836820083682,0.0188284518828451,7.4468,134,251,100,49,207,271,132,76,56,1,1,0.35782950918806,0.351595326027729,437.0805324153755,0.4012828025762924,0.0842354533152909,0.0105399199737796,0.0001522351648555,0.5071308195191809,0.351595326027729,1,1,6183.A0A5K4EY06,A0A5K4EY06,478,Non-specific serine/threonine protein kinase.
6183.A0A5K4EYE3,909,0.0814081408140814,0.3245324532453245,0.3773377337733773,0.2981298129812981,0.0297029702970297,0.0121012101210121,0.0473047304730473,0.077007700770077,0.0374037403740374,0.033003300330033,0.0253025302530253,0.0759075907590759,0.0726072607260726,0.0968096809680968,0.022002200220022,0.0869086908690869,0.0495049504950495,0.0583058305830583,0.0407040704070407,0.088008800880088,0.0605060506050605,0.0429042904290429,0.0132013201320132,0.0308030803080308,6.6159,203,409,223,97,403,506,239,126,113,1,1,0.359424127289583,0.3345603050588525,570.2606340685652,0.4401433774986886,0.1195027063599458,0.0133631046578059,0.000178324707622,0.5215659699989362,0.3345603050588525,1,1,6183.A0A5K4EYE3,A0A5K4EYE3,909,Uncharacterized protein.
6183.A0A5K4EYJ0,344,0.1220930232558139,0.2906976744186046,0.3866279069767442,0.3226744186046512,0.0436046511627907,0.0203488372093023,0.0494186046511627,0.0581395348837209,0.0436046511627907,0.0436046511627907,0.0232558139534883,0.0581395348837209,0.0697674418604651,0.0813953488372093,0.0116279069767441,0.0726744186046511,0.0348837209302325,0.0436046511627907,0.0523255813953488,0.1162790697674418,0.0494186046511627,0.0494186046511627,0.0319767441860465,0.0465116279069767,8.5282,94,165,80,50,160,184,87,50,37,1,1,0.2352851141210361,0.2411630808290835,256.11324013536955,0.276179886597108,0.0361975642760487,0.0023277981664841,5.250960133076086e-05,0.4893624534955903,0.2411630808290835,1,1,6183.A0A5K4EYJ0,A0A5K4EYJ0,344,Uncharacterized protein.
6183.A0A5K4EYM0,189,0.1005291005291005,0.2539682539682539,0.4021164021164021,0.3439153439153439,0.0476190476190476,0.0052910052910052,0.0634920634920634,0.0264550264550264,0.0582010582010582,0.0529100529100529,0.0158730158730158,0.074074074074074,0.074074074074074,0.0846560846560846,0.0317460317460317,0.074074074074074,0.0634920634920634,0.037037037037037,0.0264550264550264,0.074074074074074,0.0793650793650793,0.0687830687830687,0.0211640211640211,0.0211640211640211,8.8469,49,100,52,22,100,89,39,22,17,1,1,0.313506050950347,0.3055095332018409,335.44257500869674,0.3367900479181983,0.0571718538565629,0.0055966999208297,6.39164552951128e-05,0.4977171173176157,0.3055095332018409,1,1,6183.A0A5K4EYM0,A0A5K4EYM0,189,Family S33 non-peptidase homologue (S33 family).
6183.A0A5K4EYW9,815,0.0797546012269938,0.3312883435582822,0.354601226993865,0.3141104294478528,0.0503067484662576,0.0392638036809816,0.0625766871165644,0.0638036809815951,0.0355828220858895,0.0466257668711656,0.0269938650306748,0.0588957055214723,0.0588957055214723,0.0981595092024539,0.0257668711656441,0.0466257668711656,0.0404907975460122,0.0453987730061349,0.0478527607361963,0.0993865030674846,0.0490797546012269,0.060122699386503,0.0122699386503067,0.0319018404907975,6.1318,232,403,218,87,407,408,212,109,103,1,1,0.3494956209645206,0.3569956838012316,536.4794100417791,0.4354961171017336,0.1109607577807848,0.0138306742040189,0.0001385915379231,0.5149039663299929,0.3569956838012316,1,1,6183.A0A5K4EYW9,A0A5K4EYW9,815,Histone-lysine N-methyltransferase.
6183.A0A5K4EYZ8,2282,0.0911481156879929,0.3676599474145486,0.3159509202453988,0.3163891323400526,0.0692375109553023,0.0227870289219982,0.0547765118317265,0.0666082383873794,0.0381244522348816,0.0495179666958808,0.0293602103418054,0.0595968448729184,0.0433829973707274,0.1051709027169149,0.0175284837861524,0.0464504820333041,0.0503943908851884,0.044259421560035,0.0648553900087642,0.0714285714285714,0.0490797546012269,0.0644171779141104,0.0148992112182296,0.0381244522348816,6.5902,598,1091,681,275,1209,1073,591,314,277,1,1,0.2792447998510086,0.3231880356433396,386.995528367654,0.3954239353326886,0.071041948579161,0.0063961863851572,5.0419732068064974e-05,0.5014747619919423,0.3231880356433396,1,1,6183.A0A5K4EYZ8,A0A5K4EYZ8,2282,DNA polymerase.
6183.A0A5K4EZ05,680,0.1058823529411764,0.3161764705882353,0.3544117647058823,0.3294117647058824,0.05,0.0205882352941176,0.0426470588235294,0.0573529411764705,0.0411764705882352,0.0544117647058823,0.0323529411764705,0.0602941176470588,0.0485294117647058,0.0867647058823529,0.0176470588235294,0.0602941176470588,0.0441176470588235,0.038235294117647,0.0661764705882353,0.1044117647058823,0.0529411764705882,0.0573529411764705,0.025,0.0397058823529411,8.6373,192,331,173,94,338,342,168,100,68,1,1,0.2732611105645324,0.2095077266649205,504.0708675402982,0.3103274824683932,0.1019113667117726,0.0092527968804002,0.0004202575432447,0.5147679282939743,0.2095077266649205,1,1,6183.A0A5K4EZ05,A0A5K4EZ05,680,Uncharacterized protein.
6183.A0A5K4EZ11,655,0.0885496183206106,0.3404580152671755,0.3572519083969466,0.3022900763358778,0.0458015267175572,0.0167938931297709,0.065648854961832,0.0610687022900763,0.048854961832061,0.0381679389312977,0.0274809160305343,0.0717557251908397,0.0732824427480916,0.1190839694656488,0.0183206106870229,0.0503816793893129,0.0549618320610687,0.0427480916030534,0.0534351145038167,0.0748091603053435,0.0564885496183206,0.0412213740458015,0.0045801526717557,0.0351145038167938,7.5128,152,291,182,76,324,331,184,101,83,1,1,0.2985780260089258,0.3757836874164314,320.5546662260598,0.4008920781952503,0.0537889039242219,0.0053278327612989,3.774312037491884e-05,0.492433852213823,0.3757836874164314,1,1,6183.A0A5K4EZ11,A0A5K4EZ11,655,Acylaminoacyl-peptidase (S09 family).
6183.A0A5K4EZ22,144,0.0972222222222222,0.2986111111111111,0.3611111111111111,0.3402777777777778,0.0416666666666666,0.0069444444444444,0.0416666666666666,0.0486111111111111,0.0347222222222222,0.0625,0.0347222222222222,0.0555555555555555,0.0763888888888889,0.1041666666666666,0.0208333333333333,0.0347222222222222,0.0347222222222222,0.0208333333333333,0.0625,0.1111111111111111,0.0555555555555555,0.0902777777777777,0.0277777777777777,0.0347222222222222,10.1975,40,69,42,19,74,70,38,25,13,1,1,0.3163046790521735,0.319923950345453,638.8476422084567,0.4772349392827555,0.138531799729364,0.0137791395064087,0.0001986262033677,0.522802184676721,0.319923950345453,1,1,6183.A0A5K4EZ22,A0A5K4EZ22,144,Uncharacterized protein.
6183.A0A5K4EZ50,497,0.0603621730382293,0.3199195171026157,0.380281690140845,0.2997987927565392,0.0804828973843058,0.0181086519114688,0.0482897384305835,0.0503018108651911,0.0301810865191146,0.0482897384305835,0.0160965794768611,0.0744466800804829,0.0704225352112676,0.0885311871227364,0.0241448692152917,0.0402414486921529,0.0744466800804829,0.0321931589537223,0.0442655935613682,0.0985915492957746,0.0603621730382293,0.0704225352112676,0.0080482897384305,0.0221327967806841,8.8321,152,268,156,38,268,229,114,65,49,1,1,0.2695774062567069,0.3664736445612708,372.1931936332824,0.4192681808031508,0.0665595399188092,0.0048515499488826,3.743750211499175e-05,0.5038739559310442,0.3664736445612708,1,1,6183.A0A5K4EZ50,A0A5K4EZ50,497,Acetyltransferase component of pyruvate dehydrogenase complex.
