#string_protein_id	preferred_name	protein_size	annotation
6183.A0A5K4F0P2	A0A5K4F0P2	245	Uncharacterized protein.
6183.A0A5K4F0P3	A0A5K4F0P3	176	Putative chl1 helicase homolog.
6183.A0A5K4F0P4	A0A5K4F0P4	203	Uncharacterized protein.
6183.A0A5K4F0P5	A0A5K4F0P5	201	Polymorphic mucin variant C-r2/2; Polymorphic mucin variant IC-r2/2.
6183.A0A5K4F0P6	A0A5K4F0P6	481	Uncharacterized protein.
6183.A0A5K4F0P7	A0A5K4F0P7	232	Uncharacterized protein.
6183.A0A5K4F0P8	A0A5K4F0P8	1210	Uncharacterized protein.
6183.A0A5K4F0P9	A0A5K4F0P9	338	Uncharacterized protein.
6183.A0A5K4F0Q1	A0A5K4F0Q1	442	Uncharacterized protein.
6183.A0A5K4F0Q2	A0A5K4F0Q2	464	Uncharacterized protein.
6183.A0A5K4F0Q3	A0A5K4F0Q3	849	Uncharacterized protein.
6183.A0A5K4F0Q4	A0A5K4F0Q4	516	Uncharacterized protein.
6183.A0A5K4F0Q5	A0A5K4F0Q5	767	Uncharacterized protein.
6183.A0A5K4F0Q6	A0A5K4F0Q6	453	Uncharacterized protein.
6183.A0A5K4F0Q8	A0A5K4F0Q8	255	Uncharacterized protein.
6183.A0A5K4F0Q9	A0A5K4F0Q9	1413	Uncharacterized protein.
6183.A0A5K4F0R0	A0A5K4F0R0	395	Innexin.
6183.A0A5K4F0R1	A0A5K4F0R1	383	Uncharacterized protein.
6183.A0A5K4F0R3	A0A5K4F0R3	930	Uncharacterized protein.
6183.A0A5K4F0R4	A0A5K4F0R4	255	Uncharacterized protein.
6183.A0A5K4F0R5	A0A5K4F0R5	983	Uncharacterized protein.
6183.A0A5K4F0R6	A0A5K4F0R6	131	Putative na+/myo-inositol cotransporter.
6183.A0A5K4F0R8	A0A5K4F0R8	524	Uncharacterized protein.
6183.A0A5K4F0R9	A0A5K4F0R9	1157	Uncharacterized protein.
6183.A0A5K4F0S0	A0A5K4F0S0	501	Uncharacterized protein.
6183.A0A5K4F0S1	A0A5K4F0S1	774	Uncharacterized protein.
6183.A0A5K4F0S4	A0A5K4F0S4	982	Uncharacterized protein.
6183.A0A5K4F0S5	A0A5K4F0S5	134	Uncharacterized protein.
6183.A0A5K4F0S6	A0A5K4F0S6	1526	HMG-CoA synthase.
6183.A0A5K4F0S7	A0A5K4F0S7	473	Uncharacterized protein.
6183.A0A5K4F0S8	A0A5K4F0S8	354	Uncharacterized protein.
6183.A0A5K4F0S9	A0A5K4F0S9	888	Rna-binding protein related.
6183.A0A5K4F0T0	A0A5K4F0T0	700	Uncharacterized protein.
6183.A0A5K4F0T1	A0A5K4F0T1	308	Uncharacterized protein.
6183.A0A5K4F0T2	A0A5K4F0T2	2023	Uncharacterized protein.
6183.A0A5K4F0T3	A0A5K4F0T3	1278	Uncharacterized protein.
6183.A0A5K4F0T4	A0A5K4F0T4	811	Uncharacterized protein.
6183.A0A5K4F0T5	A0A5K4F0T5	828	Uncharacterized protein.
6183.A0A5K4F0T6	A0A5K4F0T6	425	Uncharacterized protein.
6183.A0A5K4F0T7	A0A5K4F0T7	326	Uncharacterized protein.
6183.A0A5K4F0T8	A0A5K4F0T8	669	Uncharacterized protein.
6183.A0A5K4F0T9	A0A5K4F0T9	1103	Uncharacterized protein.
6183.A0A5K4F0U0	A0A5K4F0U0	1105	Uncharacterized protein.
6183.A0A5K4F0U1	A0A5K4F0U1	366	Uncharacterized protein.
6183.A0A5K4F0U2	A0A5K4F0U2	1094	Uncharacterized protein.
6183.A0A5K4F0U3	A0A5K4F0U3	1167	Uncharacterized protein.
6183.A0A5K4F0U4	A0A5K4F0U4	1720	Uncharacterized protein.
6183.A0A5K4F0U5	A0A5K4F0U5	326	Uncharacterized protein.
6183.A0A5K4F0U6	A0A5K4F0U6	878	Nephrin related.
6183.A0A5K4F0U7	A0A5K4F0U7	829	Uncharacterized protein.
6183.A0A5K4F0U8	A0A5K4F0U8	114	Uncharacterized protein.
6183.A0A5K4F0U9	A0A5K4F0U9	852	Putative monocarboxylate transporter.
6183.A0A5K4F0V0	A0A5K4F0V0	355	Uncharacterized protein.
6183.A0A5K4F0V1	A0A5K4F0V1	374	GDP-L-fucose transporter.
6183.A0A5K4F0V2	A0A5K4F0V2	1205	Uncharacterized protein.
6183.A0A5K4F0V3	A0A5K4F0V3	736	Uncharacterized protein.
6183.A0A5K4F0V4	A0A5K4F0V4	666	Uncharacterized protein.
6183.A0A5K4F0V5	A0A5K4F0V5	998	Uncharacterized protein.
6183.A0A5K4F0V6	A0A5K4F0V6	1190	Uncharacterized protein.
6183.A0A5K4F0V8	A0A5K4F0V8	165	Uncharacterized protein.
6183.A0A5K4F0V9	A0A5K4F0V9	2737	Uncharacterized protein.
6183.A0A5K4F0W0	A0A5K4F0W0	1354	Uncharacterized protein.
6183.A0A5K4F0W2	A0A5K4F0W2	1872	Uncharacterized protein.
6183.A0A5K4F0W3	A0A5K4F0W3	3484	Dock-9, putative.
6183.A0A5K4F0W4	A0A5K4F0W4	1302	Uncharacterized protein.
6183.A0A5K4F0W5	A0A5K4F0W5	1051	Uncharacterized protein.
6183.A0A5K4F0W6	A0A5K4F0W6	388	Uncharacterized protein.
6183.A0A5K4F0W8	A0A5K4F0W8	1146	Uncharacterized protein.
6183.A0A5K4F0X0	A0A5K4F0X0	1355	Uncharacterized protein.
6183.A0A5K4F0X1	A0A5K4F0X1	382	Uncharacterized protein.
6183.A0A5K4F0X2	A0A5K4F0X2	1119	Uncharacterized protein.
6183.A0A5K4F0X3	A0A5K4F0X3	2958	Uncharacterized protein.
6183.A0A5K4F0X5	A0A5K4F0X5	2268	Uncharacterized protein.
6183.A0A5K4F0X6	A0A5K4F0X6	276	Uncharacterized protein.
6183.A0A5K4F0X7	A0A5K4F0X7	325	Uncharacterized protein.
6183.A0A5K4F0X8	A0A5K4F0X8	881	Putative chl1 helicase homolog.
6183.A0A5K4F0Y0	A0A5K4F0Y0	1501	Smp_210610.
6183.A0A5K4F0Y1	A0A5K4F0Y1	346	Uncharacterized protein.
6183.A0A5K4F0Y2	A0A5K4F0Y2	1121	Acyl-CoA:glycerol-3-phosphate acyltransferase.
6183.A0A5K4F0Y3	A0A5K4F0Y3	557	Uncharacterized protein.
6183.A0A5K4F0Y5	A0A5K4F0Y5	599	Uncharacterized protein.
6183.A0A5K4F0Y6	A0A5K4F0Y6	429	Uncharacterized protein.
6183.A0A5K4F0Y7	A0A5K4F0Y7	693	Uncharacterized protein.
6183.A0A5K4F0Y8	A0A5K4F0Y8	135	Uncharacterized protein.
6183.A0A5K4F0Y9	A0A5K4F0Y9	1004	Uncharacterized protein.
6183.A0A5K4F0Z1	A0A5K4F0Z1	1027	Uncharacterized protein.
6183.A0A5K4F0Z2	A0A5K4F0Z2	2696	Uncharacterized protein.
6183.A0A5K4F0Z3	A0A5K4F0Z3	554	Uncharacterized protein.
6183.A0A5K4F0Z4	A0A5K4F0Z4	978	Uncharacterized protein.
6183.A0A5K4F0Z5	A0A5K4F0Z5	1759	Uncharacterized protein.
6183.A0A5K4F0Z7	A0A5K4F0Z7	120	Uncharacterized protein.
6183.A0A5K4F0Z8	A0A5K4F0Z8	358	Uncharacterized protein.
6183.A0A5K4F100	A0A5K4F100	351	Putative na+/myo-inositol cotransporter.
6183.A0A5K4F102	A0A5K4F102	442	Uncharacterized protein.
6183.A0A5K4F103	A0A5K4F103	985	Uncharacterized protein.
6183.A0A5K4F104	A0A5K4F104	922	Uncharacterized protein.
6183.A0A5K4F105	A0A5K4F105	328	Uncharacterized protein.
6183.A0A5K4F107	A0A5K4F107	250	Uncharacterized protein.
6183.A0A5K4F108	A0A5K4F108	926	Uncharacterized protein.
6183.A0A5K4F109	A0A5K4F109	231	Uncharacterized protein.
6183.A0A5K4F110	A0A5K4F110	1104	Uncharacterized protein.
6183.A0A5K4F111	A0A5K4F111	965	Uncharacterized protein.
6183.A0A5K4F113	A0A5K4F113	203	Uncharacterized protein.
6183.A0A5K4F114	A0A5K4F114	1974	Uncharacterized protein.
6183.A0A5K4F115	A0A5K4F115	892	Uncharacterized protein.
6183.A0A5K4F116	A0A5K4F116	300	Uncharacterized protein.
6183.A0A5K4F117	A0A5K4F117	856	Uncharacterized protein.
6183.A0A5K4F119	A0A5K4F119	727	Uncharacterized protein.
6183.A0A5K4F121	A0A5K4F121	1367	Uncharacterized protein.
6183.A0A5K4F122	A0A5K4F122	1006	Uncharacterized protein.
6183.A0A5K4F123	A0A5K4F123	183	Uncharacterized protein.
6183.A0A5K4F125	A0A5K4F125	666	Uncharacterized protein.
6183.A0A5K4F126	A0A5K4F126	2277	Uncharacterized protein.
6183.A0A5K4F127	A0A5K4F127	327	Polymorphic mucin variant C-r2/2; Polymorphic mucin variant IC-r2/2.
6183.A0A5K4F128	A0A5K4F128	328	Caspase-7.
6183.A0A5K4F130	A0A5K4F130	1341	Uncharacterized protein.
6183.A0A5K4F131	A0A5K4F131	468	Uncharacterized protein.
6183.A0A5K4F132	A0A5K4F132	1661	Uncharacterized protein.
6183.A0A5K4F133	A0A5K4F133	928	Uncharacterized protein.
6183.A0A5K4F135	A0A5K4F135	874	Uncharacterized protein.
6183.A0A5K4F136	A0A5K4F136	1274	Uncharacterized protein.
6183.A0A5K4F137	A0A5K4F137	653	Uncharacterized protein.
6183.A0A5K4F138	A0A5K4F138	374	Uncharacterized protein.
6183.A0A5K4F139	A0A5K4F139	662	Uncharacterized protein.
6183.A0A5K4F141	A0A5K4F141	1370	Uncharacterized protein.
6183.A0A5K4F142	A0A5K4F142	1414	Uncharacterized protein.
6183.A0A5K4F143	A0A5K4F143	449	Uncharacterized protein.
6183.A0A5K4F145	A0A5K4F145	421	Uncharacterized protein.
6183.A0A5K4F146	A0A5K4F146	1710	Uncharacterized protein.
6183.A0A5K4F147	A0A5K4F147	371	Uncharacterized protein.
6183.A0A5K4F150	A0A5K4F150	965	Uncharacterized protein.
6183.A0A5K4F152	A0A5K4F152	1671	Uncharacterized protein.
6183.A0A5K4F153	A0A5K4F153	806	Uncharacterized protein.
6183.A0A5K4F155	A0A5K4F155	203	Uncharacterized protein.
6183.A0A5K4F156	A0A5K4F156	738	Uncharacterized protein.
6183.A0A5K4F157	A0A5K4F157	773	Uncharacterized protein.
6183.A0A5K4F158	A0A5K4F158	1190	Uncharacterized protein.
6183.A0A5K4F160	A0A5K4F160	227	Uncharacterized protein.
6183.A0A5K4F161	A0A5K4F161	764	Uncharacterized protein.
6183.A0A5K4F163	A0A5K4F163	242	Uncharacterized protein.
6183.A0A5K4F164	A0A5K4F164	1693	Uncharacterized protein.
6183.A0A5K4F165	A0A5K4F165	423	Uncharacterized protein.
6183.A0A5K4F167	A0A5K4F167	1363	Uncharacterized protein.
6183.A0A5K4F168	A0A5K4F168	305	Uncharacterized protein.
6183.A0A5K4F169	A0A5K4F169	589	Uncharacterized protein.
6183.A0A5K4F171	A0A5K4F171	1428	Uncharacterized protein.
6183.A0A5K4F172	A0A5K4F172	174	Uncharacterized protein.
6183.A0A5K4F174	A0A5K4F174	73	Smp_210610.
6183.A0A5K4F175	A0A5K4F175	481	Uncharacterized protein.
6183.A0A5K4F176	A0A5K4F176	1608	Uncharacterized protein.
6183.A0A5K4F177	A0A5K4F177	360	Ebna2 binding protein P100, putative.
6183.A0A5K4F178	A0A5K4F178	1948	Uncharacterized protein.
6183.A0A5K4F181	A0A5K4F181	1446	Uncharacterized protein.
6183.A0A5K4F182	A0A5K4F182	481	Uncharacterized protein.
6183.A0A5K4F184	A0A5K4F184	292	Uncharacterized protein.
6183.A0A5K4F185	A0A5K4F185	1232	Uncharacterized protein.
6183.A0A5K4F186	A0A5K4F186	424	Uncharacterized protein.
6183.A0A5K4F187	A0A5K4F187	126	Kettin/titin-related protein.
6183.A0A5K4F189	A0A5K4F189	3983	Uncharacterized protein.
6183.A0A5K4F190	A0A5K4F190	382	Uncharacterized protein.
6183.A0A5K4F191	A0A5K4F191	796	Uncharacterized protein.
6183.A0A5K4F192	A0A5K4F192	393	Uncharacterized protein.
6183.A0A5K4F194	A0A5K4F194	335	Uncharacterized protein.
6183.A0A5K4F195	A0A5K4F195	313	Uncharacterized protein.
6183.A0A5K4F196	A0A5K4F196	936	Uncharacterized protein.
6183.A0A5K4F197	A0A5K4F197	256	Uncharacterized protein.
6183.A0A5K4F198	A0A5K4F198	817	Uncharacterized protein.
6183.A0A5K4F199	A0A5K4F199	1641	Uncharacterized protein.
6183.A0A5K4F1A0	A0A5K4F1A0	357	Uncharacterized protein.
6183.A0A5K4F1A2	A0A5K4F1A2	205	Uncharacterized protein.
6183.A0A5K4F1A3	A0A5K4F1A3	967	Uncharacterized protein.
6183.A0A5K4F1A5	A0A5K4F1A5	1133	Uncharacterized protein.
6183.A0A5K4F1A6	A0A5K4F1A6	1457	Uncharacterized protein.
6183.A0A5K4F1A8	A0A5K4F1A8	775	Putative single-stranded DNA-binding protein mssp-1.
6183.A0A5K4F1B0	A0A5K4F1B0	368	Uncharacterized protein.
6183.A0A5K4F1B1	A0A5K4F1B1	675	Uncharacterized protein.
6183.A0A5K4F1B2	A0A5K4F1B2	502	Uncharacterized protein.
6183.A0A5K4F1B3	A0A5K4F1B3	233	Uncharacterized protein.
6183.A0A5K4F1B5	A0A5K4F1B5	634	Uncharacterized protein.
6183.A0A5K4F1B6	A0A5K4F1B6	206	Uncharacterized protein.
6183.A0A5K4F1B7	A0A5K4F1B7	318	Uncharacterized protein.
6183.A0A5K4F1B8	A0A5K4F1B8	1585	Uncharacterized protein.
6183.A0A5K4F1B9	A0A5K4F1B9	296	Uncharacterized protein.
6183.A0A5K4F1C0	A0A5K4F1C0	888	Uncharacterized protein.
6183.A0A5K4F1C1	A0A5K4F1C1	407	Uncharacterized protein.
6183.A0A5K4F1C2	A0A5K4F1C2	633	Uncharacterized protein.
6183.A0A5K4F1C3	A0A5K4F1C3	991	Uncharacterized protein.
6183.A0A5K4F1C5	A0A5K4F1C5	1558	Uncharacterized protein.
6183.A0A5K4F1C6	A0A5K4F1C6	739	Uncharacterized protein.
6183.A0A5K4F1C7	A0A5K4F1C7	1072	Uncharacterized protein.
6183.A0A5K4F1C8	A0A5K4F1C8	1189	Uncharacterized protein.
6183.A0A5K4F1D0	A0A5K4F1D0	2566	Uncharacterized protein.
6183.A0A5K4F1D1	A0A5K4F1D1	1604	Uncharacterized protein.
6183.A0A5K4F1D2	A0A5K4F1D2	2266	Host cell factor-related.
6183.A0A5K4F1D3	A0A5K4F1D3	424	Uncharacterized protein.
6183.A0A5K4F1D4	A0A5K4F1D4	443	Uncharacterized protein.
6183.A0A5K4F1D5	A0A5K4F1D5	1044	Uncharacterized protein.
6183.A0A5K4F1D6	A0A5K4F1D6	382	Uncharacterized protein.
6183.A0A5K4F1D8	A0A5K4F1D8	678	Uncharacterized protein.
6183.A0A5K4F1D9	A0A5K4F1D9	1171	Uncharacterized protein.
6183.A0A5K4F1E0	A0A5K4F1E0	437	Uncharacterized protein.
6183.A0A5K4F1E1	A0A5K4F1E1	729	Uncharacterized protein.
6183.A0A5K4F1E2	A0A5K4F1E2	1784	Uncharacterized protein.
6183.A0A5K4F1E4	A0A5K4F1E4	381	Uncharacterized protein.
6183.A0A5K4F1E5	A0A5K4F1E5	279	Uncharacterized protein.
6183.A0A5K4F1E6	A0A5K4F1E6	2934	Uncharacterized protein.
6183.A0A5K4F1E7	A0A5K4F1E7	800	Uncharacterized protein.
6183.A0A5K4F1E8	A0A5K4F1E8	1964	Uncharacterized protein.
6183.A0A5K4F1E9	A0A5K4F1E9	540	Uncharacterized protein.
6183.A0A5K4F1F1	A0A5K4F1F1	42	Uncharacterized protein.
6183.A0A5K4F1F2	A0A5K4F1F2	1866	Uncharacterized protein.
6183.A0A5K4F1F5	A0A5K4F1F5	692	Uncharacterized protein.
6183.A0A5K4F1F6	A0A5K4F1F6	314	Uncharacterized protein.
6183.A0A5K4F1F7	A0A5K4F1F7	872	Putative asparagine-rich protein.
6183.A0A5K4F1F8	A0A5K4F1F8	3772	Uncharacterized protein.
6183.A0A5K4F1F9	A0A5K4F1F9	238	Uncharacterized protein.
6183.A0A5K4F1G1	A0A5K4F1G1	758	Uncharacterized protein.
6183.A0A5K4F1G2	A0A5K4F1G2	1051	Uncharacterized protein.
6183.A0A5K4F1G3	A0A5K4F1G3	437	Uncharacterized protein.
6183.A0A5K4F1G4	A0A5K4F1G4	553	Peter pan-related.
6183.A0A5K4F1G6	A0A5K4F1G6	346	Uncharacterized protein.
6183.A0A5K4F1G7	A0A5K4F1G7	595	Uncharacterized protein.
6183.A0A5K4F1G8	A0A5K4F1G8	852	Uncharacterized protein.
6183.A0A5K4F1G9	A0A5K4F1G9	819	Uncharacterized protein.
6183.A0A5K4F1H0	A0A5K4F1H0	346	Uncharacterized protein.
6183.A0A5K4F1H2	A0A5K4F1H2	491	Innexin.
6183.A0A5K4F1H3	A0A5K4F1H3	875	Uncharacterized protein.
6183.A0A5K4F1H4	A0A5K4F1H4	63	Putative cytoplasmic polyadenylation element binding protein (Cpeb).
6183.A0A5K4F1H5	A0A5K4F1H5	508	Uncharacterized protein.
6183.A0A5K4F1H6	A0A5K4F1H6	939	Uncharacterized protein.
6183.A0A5K4F1H8	A0A5K4F1H8	269	Aminopeptidase P homologue (M24 family).
6183.A0A5K4F1H9	A0A5K4F1H9	67	Uncharacterized protein.
6183.A0A5K4F1I0	A0A5K4F1I0	1998	Uncharacterized protein.
6183.A0A5K4F1I1	A0A5K4F1I1	1462	Uncharacterized protein.
6183.A0A5K4F1I3	A0A5K4F1I3	664	Uncharacterized protein.
6183.A0A5K4F1I5	A0A5K4F1I5	939	Uncharacterized protein.
6183.A0A5K4F1I6	A0A5K4F1I6	949	Uncharacterized protein.
6183.A0A5K4F1I7	A0A5K4F1I7	999	Uncharacterized protein.
6183.A0A5K4F1I9	A0A5K4F1I9	637	Uncharacterized protein.
6183.A0A5K4F1J1	A0A5K4F1J1	1817	Uncharacterized protein.
6183.A0A5K4F1J2	A0A5K4F1J2	276	Uncharacterized protein.
6183.A0A5K4F1J3	A0A5K4F1J3	569	Uncharacterized protein.
6183.A0A5K4F1J4	A0A5K4F1J4	219	Uncharacterized protein.
6183.A0A5K4F1J5	A0A5K4F1J5	275	Uncharacterized protein.
6183.A0A5K4F1J6	A0A5K4F1J6	686	Bruno-like rna binding protein.
6183.A0A5K4F1J7	A0A5K4F1J7	262	Ran binding protein 9-related.
6183.A0A5K4F1J8	A0A5K4F1J8	2110	Uncharacterized protein.
6183.A0A5K4F1J9	A0A5K4F1J9	966	Uncharacterized protein.
6183.A0A5K4F1K0	A0A5K4F1K0	211	Uncharacterized protein.
6183.A0A5K4F1K2	A0A5K4F1K2	117	Uncharacterized protein.
6183.A0A5K4F1K4	A0A5K4F1K4	712	Uncharacterized protein.
6183.A0A5K4F1K6	A0A5K4F1K6	405	Uncharacterized protein.
6183.A0A5K4F1K7	A0A5K4F1K7	1067	Uncharacterized protein.
6183.A0A5K4F1K8	A0A5K4F1K8	457	Uncharacterized protein.
6183.A0A5K4F1L0	A0A5K4F1L0	983	Uncharacterized protein.
6183.A0A5K4F1L1	A0A5K4F1L1	326	Uncharacterized protein.
6183.A0A5K4F1L2	A0A5K4F1L2	1312	Uncharacterized protein.
6183.A0A5K4F1L3	A0A5K4F1L3	493	Uncharacterized protein.
6183.A0A5K4F1L4	A0A5K4F1L4	278	Uncharacterized protein.
6183.A0A5K4F1L5	A0A5K4F1L5	935	Uncharacterized protein.
6183.A0A5K4F1L7	A0A5K4F1L7	590	Uncharacterized protein.
6183.A0A5K4F1L8	A0A5K4F1L8	661	Uncharacterized protein.
6183.A0A5K4F1L9	A0A5K4F1L9	843	Uncharacterized protein.
6183.A0A5K4F1M0	A0A5K4F1M0	461	Uncharacterized protein.
6183.A0A5K4F1M1	A0A5K4F1M1	456	Uncharacterized protein.
6183.A0A5K4F1M3	A0A5K4F1M3	188	Uncharacterized protein.
6183.A0A5K4F1M4	A0A5K4F1M4	323	Uncharacterized protein.
6183.A0A5K4F1M5	A0A5K4F1M5	335	Uncharacterized protein.
6183.A0A5K4F1M6	A0A5K4F1M6	354	Uncharacterized protein.
6183.A0A5K4F1M8	A0A5K4F1M8	191	Uncharacterized protein.
6183.A0A5K4F1M9	A0A5K4F1M9	116	Uncharacterized protein.
6183.A0A5K4F1N0	A0A5K4F1N0	925	Uncharacterized protein.
6183.A0A5K4F1N1	A0A5K4F1N1	554	Uncharacterized protein.
6183.A0A5K4F1N3	A0A5K4F1N3	70	Uncharacterized protein.
6183.A0A5K4F1N4	A0A5K4F1N4	1109	Uncharacterized protein.
6183.A0A5K4F1N5	A0A5K4F1N5	445	Uncharacterized protein.
6183.A0A5K4F1N6	A0A5K4F1N6	167	Uncharacterized protein.
6183.A0A5K4F1N7	A0A5K4F1N7	479	Uncharacterized protein.
6183.A0A5K4F1N8	A0A5K4F1N8	695	Uncharacterized protein.
6183.A0A5K4F1N9	A0A5K4F1N9	191	Uncharacterized protein.
6183.A0A5K4F1P0	A0A5K4F1P0	437	Uncharacterized protein.
6183.A0A5K4F1P1	A0A5K4F1P1	1639	Uncharacterized protein.
6183.A0A5K4F1P2	A0A5K4F1P2	200	Sox transcription factor.
6183.A0A5K4F1P4	A0A5K4F1P4	474	Uncharacterized protein.
6183.A0A5K4F1P5	A0A5K4F1P5	427	Uncharacterized protein.
6183.A0A5K4F1P6	A0A5K4F1P6	435	Uncharacterized protein.
6183.A0A5K4F1P8	A0A5K4F1P8	619	Uncharacterized protein.
6183.A0A5K4F1Q0	A0A5K4F1Q0	876	Uncharacterized protein.
6183.A0A5K4F1Q1	A0A5K4F1Q1	989	Uncharacterized protein.
6183.A0A5K4F1Q2	A0A5K4F1Q2	1919	Uncharacterized protein.
6183.A0A5K4F1Q3	A0A5K4F1Q3	317	Uncharacterized protein.
6183.A0A5K4F1Q4	A0A5K4F1Q4	2546	Uncharacterized protein.
6183.A0A5K4F1Q5	A0A5K4F1Q5	763	Uncharacterized protein.
6183.A0A5K4F1Q6	A0A5K4F1Q6	299	Uncharacterized protein.
6183.A0A5K4F1Q7	A0A5K4F1Q7	264	Uncharacterized protein.
6183.A0A5K4F1Q8	A0A5K4F1Q8	373	Uncharacterized protein.
6183.A0A5K4F1Q9	A0A5K4F1Q9	287	Uncharacterized protein.
6183.A0A5K4F1R0	A0A5K4F1R0	489	Uncharacterized protein.
6183.A0A5K4F1R1	A0A5K4F1R1	1396	ATP-dependent RNA helicase, putative.
6183.A0A5K4F1R3	A0A5K4F1R3	839	Uncharacterized protein.
6183.A0A5K4F1R4	A0A5K4F1R4	1080	Uncharacterized protein.
6183.A0A5K4F1R5	A0A5K4F1R5	343	Uncharacterized protein.
6183.A0A5K4F1R8	A0A5K4F1R8	324	Uncharacterized protein.
6183.A0A5K4F1R9	A0A5K4F1R9	445	Uncharacterized protein.
6183.A0A5K4F1S0	A0A5K4F1S0	944	Uncharacterized protein.
6183.A0A5K4F1S1	A0A5K4F1S1	201	Uncharacterized protein.
6183.A0A5K4F1S3	A0A5K4F1S3	532	Uncharacterized protein.
6183.A0A5K4F1S4	A0A5K4F1S4	718	Uncharacterized protein.
6183.A0A5K4F1S5	A0A5K4F1S5	512	Uncharacterized protein.
6183.A0A5K4F1S6	A0A5K4F1S6	477	Putative major egg antigen.
6183.A0A5K4F1S8	A0A5K4F1S8	679	Uncharacterized protein.
6183.A0A5K4F1S9	A0A5K4F1S9	910	Uncharacterized protein.
6183.A0A5K4F1T0	A0A5K4F1T0	498	Uncharacterized protein.
6183.A0A5K4F1T1	A0A5K4F1T1	609	Innexin.
6183.A0A5K4F1T2	A0A5K4F1T2	354	Uncharacterized protein.
6183.A0A5K4F1T3	A0A5K4F1T3	2042	Uncharacterized protein.
6183.A0A5K4F1T4	A0A5K4F1T4	399	Uncharacterized protein.
6183.A0A5K4F1T6	A0A5K4F1T6	1448	Uncharacterized protein.
6183.A0A5K4F1T7	A0A5K4F1T7	310	Uncharacterized protein.
6183.A0A5K4F1T8	A0A5K4F1T8	1478	Uncharacterized protein.
6183.A0A5K4F1T9	A0A5K4F1T9	145	Uncharacterized protein.
6183.A0A5K4F1U0	A0A5K4F1U0	1251	Cut-like 1 (Ctl1).
6183.A0A5K4F1U3	A0A5K4F1U3	1841	Uncharacterized protein.
6183.A0A5K4F1U4	A0A5K4F1U4	852	Uncharacterized protein.
6183.A0A5K4F1U5	A0A5K4F1U5	3347	Uncharacterized protein.
6183.A0A5K4F1U7	A0A5K4F1U7	918	Uncharacterized protein.
6183.A0A5K4F1U8	A0A5K4F1U8	1662	Uncharacterized protein.
6183.A0A5K4F1U9	A0A5K4F1U9	168	Uncharacterized protein.
6183.A0A5K4F1V0	A0A5K4F1V0	287	Uncharacterized protein.
6183.A0A5K4F1V3	A0A5K4F1V3	984	Uncharacterized protein.
6183.A0A5K4F1V4	A0A5K4F1V4	259	Uncharacterized protein.
6183.A0A5K4F1V5	A0A5K4F1V5	298	Uncharacterized protein.
6183.A0A5K4F1V6	A0A5K4F1V6	1580	Uncharacterized protein.
6183.A0A5K4F1V7	A0A5K4F1V7	1544	Uncharacterized protein.
6183.A0A5K4F1V8	A0A5K4F1V8	411	Uncharacterized protein.
6183.A0A5K4F1V9	A0A5K4F1V9	123	Uncharacterized protein.
6183.A0A5K4F1W0	A0A5K4F1W0	842	Uncharacterized protein.
6183.A0A5K4F1W1	A0A5K4F1W1	1545	Uncharacterized protein.
6183.A0A5K4F1W2	A0A5K4F1W2	277	Uncharacterized protein.
6183.A0A5K4F1W3	A0A5K4F1W3	217	Uncharacterized protein.
6183.A0A5K4F1W4	A0A5K4F1W4	738	Uncharacterized protein.
6183.A0A5K4F1W5	A0A5K4F1W5	1141	Uncharacterized protein.
6183.A0A5K4F1W6	A0A5K4F1W6	502	Uncharacterized protein.
6183.A0A5K4F1W7	A0A5K4F1W7	210	Uncharacterized protein.
6183.A0A5K4F1W8	A0A5K4F1W8	562	Uncharacterized protein.
6183.A0A5K4F1W9	A0A5K4F1W9	340	Uncharacterized protein.
6183.A0A5K4F1X0	A0A5K4F1X0	1277	Uncharacterized protein.
6183.A0A5K4F1X1	A0A5K4F1X1	2065	Uncharacterized protein.
6183.A0A5K4F1X2	A0A5K4F1X2	224	Uncharacterized protein.
6183.A0A5K4F1X3	A0A5K4F1X3	1471	Uncharacterized protein.
6183.A0A5K4F1X4	A0A5K4F1X4	826	Uncharacterized protein.
6183.A0A5K4F1X5	A0A5K4F1X5	202	Uncharacterized protein.
6183.A0A5K4F1X7	A0A5K4F1X7	2219	Uncharacterized protein.
6183.A0A5K4F1X8	A0A5K4F1X8	1342	Uncharacterized protein.
6183.A0A5K4F1X9	A0A5K4F1X9	656	Uncharacterized protein.
6183.A0A5K4F1Y0	A0A5K4F1Y0	637	Uncharacterized protein.
6183.A0A5K4F1Y2	A0A5K4F1Y2	1042	Uncharacterized protein.
6183.A0A5K4F1Y3	A0A5K4F1Y3	469	Uncharacterized protein.
6183.A0A5K4F1Y4	A0A5K4F1Y4	417	Elongation factor 1-alpha.
6183.A0A5K4F1Y5	A0A5K4F1Y5	480	Uncharacterized protein.
6183.A0A5K4F1Y6	A0A5K4F1Y6	283	Uncharacterized protein.
6183.A0A5K4F1Y7	A0A5K4F1Y7	228	Uncharacterized protein.
6183.A0A5K4F1Y8	A0A5K4F1Y8	858	Uncharacterized protein.
6183.A0A5K4F1Y9	A0A5K4F1Y9	876	Uncharacterized protein.
6183.A0A5K4F1Z0	A0A5K4F1Z0	1643	Uncharacterized protein.
6183.A0A5K4F1Z1	A0A5K4F1Z1	635	Putative plakoglobin.
6183.A0A5K4F1Z3	A0A5K4F1Z3	905	Uncharacterized protein.
